accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
OQ718989.1	A/Victoria/4897/2022	H1N1	2022-10-02	Homo sapiens		Australia: Victoria	Oceania		1701
PV241785.1	A/Black-faced bunting/Shandong/T65/2022	H1N1	2022-10-07	Emberiza spodocephala		China: Shandong	Asia		1763
PP746218.1	A/Spot-billed duck/South Korea/KNU2022-64/2022	H1N1	2022-10-25	Anas platyrhynchos		South Korea	Asia		1701
OQ245982.1	A/Utah/43/2022	H1N1	2022-10-26	Homo sapiens		USA: Utah	North America		1752
OQ231814.1	A/Idaho/36/2022	H1N1	2022-10-31	Homo sapiens		USA: Idaho	North America		1752
OQ245926.1	A/Oregon/47/2022	H1N1	2022-11-01	Homo sapiens		USA: Oregon	North America		1752
OP967121.1	A/swine/Iowa/A02751195/2022	H1N2	2022-11-03	Sus scrofa		USA: Iowa	North America		1695
PX573722.1	A/Kilifi/KCH211235/2022	H1N1	2022-11-07	Homo sapiens		Kenya: Kilifi	Africa		1701
OQ232254.1	A/Rhode Island/61/2022	H1N1	2022-11-07	Homo sapiens		USA: Rhode Island	North America		1752
PP896088.1	A/swine/France/29-220698-2/2022	H1N2	2022-11-08	Sus scrofa		France	Europe		1743
PP895445.1	A/swine/France/50-220669-3/2022	H1N1	2022-11-18	Sus scrofa		France	Europe		1752
PQ535273.1	A/swine/Italy/381004/2022	H1N2	2022-11-18	Sus scrofa		Italy	Europe		1701
OQ360417.1	A/swine/Italy/418974/2022	H1N2	2022-12	Sus scrofa		Italy	Europe		1701
OQ360404.1	A/swine/Italy/438746/2022	H1N2	2022-12	Sus scrofa		Italy	Europe		1695
OQ462922.1	A/Pennsylvania/81/2022	H1N1	2022-12-01	Homo sapiens		USA: Pennsylvania	North America		1752
OQ662108.1	A/Connecticut/76/2022	H1N1	2022-12-13	Homo sapiens		USA: Connecticut	North America		1752
PP407271.1	A/Kazakhstan/Flu-H11-6/2022	H1N1	2022-12-15	Homo sapiens		Kazakhstan	Asia		1752
PX573757.1	A/Kilifi/MAV241264/2022	H1N1	2022-12-15	Homo sapiens		Kenya: Kilifi	Africa		1701
OR776115.1	A/Florida/150/2022	H1N1	2022-12-17	Homo sapiens		USA: Florida	North America		1752
OQ367707.1	A/Rheinland-Pfalz/USAFSAM-13850/2022	H1N1	2022-12-20	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OR793835.1	A/Michigan/UOM10049022432/2022	H1N1	2022-12-22	Homo sapiens		USA	North America	Human	1701
OR793824.1	A/Michigan/UOM10049023947/2022	H1N1	2022-12-22	Homo sapiens		USA	North America	Human	1701
OR680399.1	A/Michigan/UOM10049079560/2022	H1N1	2022-12-28	Homo sapiens		USA	North America	Human	1701
OR006413.1	A/Virginia/08/2023	H1N1	2023-01-02	Homo sapiens		USA: Virginia	North America		1752
PX835173.1	A/Israel/RE965927/2023	H1N1	2023-01-03	Homo sapiens		Israel	Asia		1701
OQ506688.1	A/Hessen/USAFSAM-14067/2023	H1N1	2023-01-09	Homo sapiens		Germany: Hessen	Europe		1701
PX573811.1	A/Kilifi/MTO231300/2023	H1N1	2023-01-09	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573761.1	A/Kilifi/KCH211344/2023	H1N1	2023-01-11	Homo sapiens		Kenya: Kilifi	Africa		1701
PX834795.1	A/Bulgaria/RE174374/2023	H1N1	2023-01-17	Homo sapiens		Bulgaria	Europe		1701
PX573763.1	A/Kilifi/KCH211348/2023	H1N1	2023-01-17	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573812.1	A/Kilifi/MTO231328/2023	H1N1	2023-01-18	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573854.1	A/Kilifi/PIN251290/2023	H1N1	2023-01-18	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573764.1	A/Kilifi/KCH211359/2023	H1N1	2023-01-20	Homo sapiens		Kenya: Kilifi	Africa		1701
PX835064.1	A/Hungary/RE997347/2023	H1N1	2023-02-15	Homo sapiens		Hungary	Europe		1701
OR664419.1	A/duck/Bangladesh/56577/2023	H1N7	2023-02-18	Anas sp.		Bangladesh	Asia		1752
PX573817.1	A/Kilifi/MTO231406/2023	H1N1	2023-02-22	Homo sapiens		Kenya: Kilifi	Africa		1701
PQ641748.1	A/Ningbo/2023366HA/2023	H1N1	2023-02-22	Homo sapiens		China: Zhejiang, Ningbo	Asia		1701
OQ836579.1	A/swine/Iowa/A02861236/2023	H1N1	2023-02-24	Sus scrofa		USA: Iowa	North America		1701
OR517300.1	A/China/H1N1-3/2023	H1N1	2023-02-27	Homo sapiens		China	Asia		1701
OR517299.1	A/China/H1N1-46/2023	H1N1	2023-02-28	Homo sapiens		China	Asia		1701
PQ641788.1	A/Ningbo/20230442HA/2023	H1N1	2023-03-01	Homo sapiens		China: Zhejiang, Ningbo	Asia		1701
PX573795.1	A/Kilifi/MAT221475/2023	H1N1	2023-03-08	Homo sapiens		Kenya: Kilifi	Africa		1701
PP479470.1	A/China/310/2023	H1N1	2023-03-10	Homo sapiens		China	Asia		1777
OR166964.1	A/Veneto/USAFSAM-14190/2023	H1N1	2023-03-21	Homo sapiens		Italy: Veneto	Europe		1701
PX446390.1	A/Yaounde/3010/2023	H1N1	2023-04	Homo sapiens		Cameroon: Yaounde	Africa		1701
PX444336.1	A/swine/Thailand/CU32449/2023	H1N1	2023-04	Sus scrofa		Thailand	Asia		1701
OR752154.1	A/China/SWL1284/2023	H1N1	2023-04-04	Homo sapiens		China	Asia		1752
PV876011.1	A/swine/Minas Gerais/72-23/2023	H1N1	2023-04-13	Sus scrofa		Brazil: Minas Gerais	South America		1701
PV875990.1	A/swine/Minas Gerais/76-23/2023	H1N1	2023-04-13	Sus scrofa		Brazil: Minas Gerais	South America		1701
PQ578555.1	A/Hong Kong/ST220063/2023	H1N1	2023-04-18	Homo sapiens		Hong Kong	Asia		1752
OR067117.1	A/swine/Iowa/A02861421/2023	H1N1	2023-04-24	Sus scrofa		USA: Iowa	North America		1701
PX024263.1	A/Human/CHL/PUC_MVL_0008_23/2023	H1N1	2023-04-25	Homo sapiens		Chile	South America		1777
PQ580861.1	A/swine/Italy/132559/2023	H1N1	2023-04-28	Sus scrofa		Italy	Europe		1701
OR752194.1	A/China/SWL1403/2023	H1N1	2023-05-02	Homo sapiens		China	Asia		1752
PX573800.1	A/Kilifi/MAT221612/2023	H1N1	2023-05-05	Homo sapiens		Kenya: Kilifi	Africa		1701
PX024406.1	A/Human/CHL/op07d0_G1_23/2023	H1N1	2023-05-08	Homo sapiens		Chile	South America		1777
PQ578459.1	A/Hong Kong/ST220210/2023	H1N1	2023-05-10	Homo sapiens		Hong Kong	Asia		1752
PX023703.1	A/Human/CHL/PUC_MVL_0033_23/2023	H1N1	2023-05-15	Homo sapiens		Chile	South America		1777
PX024266.1	A/Human/CHL/PUC_MVL_0035_23/2023	H1N1	2023-05-16	Homo sapiens		Chile	South America		1777
OR397541.1	A/swine/Minnesota/A02978517/2023	H1N2	2023-05-16	Sus scrofa		USA	North America		1698
PX023811.1	A/Human/CHL/PUC_MVL_0043_23/2023	H1N1	2023-05-19	Homo sapiens		Chile	South America		1777
PX573818.1	A/Kilifi/MTO231603/2023	H1N1	2023-05-19	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573837.1	A/Kilifi/MAV241544/2023	H1N1	2023-05-23	Homo sapiens		Kenya: Kilifi	Africa		1701
PQ582249.1	A/swine/England/048994/2023	H1N1	2023-05-24	Sus scrofa		United Kingdom	Europe		1701
PP829946.1	A/swine/Chile/CPN3851/2023	H1N1	2023-05-26	Sus scrofa		Chile	South America		1777
PP829885.1	A/swine/Chile/CPN3873/2023	H1N1	2023-05-26	Sus scrofa		Chile	South America		1782
PX024183.1	A/Human/CHL/PUC_MVL_0052_23/2023	H1N1	2023-05-29	Homo sapiens		Chile	South America		1777
PP829906.1	A/swine/Chile/CPN3877/2023	H1N1	2023-06-02	Sus scrofa		Chile	South America		1777
OR747255.1	A/Wisconsin/50/2023	H1N1	2023-06-05	Homo sapiens		USA: Wisconsin	North America		1752
PX023567.1	A/Human/CHL/PUC_MVL_0028_23/2023	H1N1	2023-06-06	Homo sapiens		Chile	South America		1777
OR627705.1	A/Rhode Island/31/2023	H1N1	2023-06-12	Homo sapiens		USA: Rhode Island	North America		1752
PX573803.1	A/Kilifi/MAT221716/2023	H1N1	2023-06-19	Homo sapiens		Kenya: Kilifi	Africa		1701
PP374128.1	A/Thailand/CU-PEH230765/2023	H1N1	2023-07-19	Homo sapiens		Thailand	Asia		1753
PP339424.1	A/swine/Italy/IZSLER-238966/2023	H1N1	2023-08-08	Sus scrofa		Italy	Europe		1701
PQ344951.1	A/Senegal/2023/2023	H1N1	2023-08-23	Homo sapiens		Senegal	Africa		1701
PX444368.1	A/swine/Thailand/CU33569/2023	H1N2	2023-09	Sus scrofa		Thailand	Asia		1695
PP305200.1	A/Colorado/60/2023	H1N1	2023-10-08	Homo sapiens		USA: Colorado	North America		1752
PQ582236.1	A/swine/England/129502/2023	H1N2	2023-10-30	Sus scrofa		United Kingdom	Europe		1701
PP072716.1	A/Michigan/MIS-L372169963/2023	H1N1	2023-12-07	Homo sapiens		USA: Michigan	North America		1701
PP822454.1	A/Minnesota/ISC-1028/2023	H1N1	2023-12-10	Homo sapiens		USA: Minnesota	North America		1752
PQ580877.1	A/swine/Italy/396064/2023	H1N1	2023-12-11	Sus scrofa		Italy	Europe		1701
PP232843.1	A/Michigan/MIS-L372276056/2023	H1N1	2023-12-12	Homo sapiens		USA: Michigan	North America		1701
PP279114.1	A/Suffolk/USAFSAM-14474/2023	H1N1	2023-12-15	Homo sapiens		United Kingdom: Suffolk	Europe		1701
PQ650647.1	A/swine/England/PO35771-3/2023	H1N1	2023-12-15	Sus scrofa		United Kingdom	Europe		1701
PQ451892.1	A/Toledo/Parana_13897/2023	H1N1	2023-12-16	Homo sapiens		Brazil: Estado do Parana, Toledo	South America		1753
PP635764.1	A/Missouri/41/2023	H1N1	2023-12-21	Homo sapiens		USA: Missouri	North America		1752
PV021100.1	A/swine/England/PO35825-6/2023	H1N1	2023-12-21	Sus scrofa		United Kingdom	Europe		1701
PP339064.1	A/Michigan/IVY-G43R60W8/2023	H1N1	2023-12-26	Homo sapiens		USA: Michigan	North America		1701
PP586675.1	A/Rhode Island/RISHL24RES052/2023	H1N1	2023-12-26	Homo sapiens		USA: Rhode Island	North America		1701
PP279116.1	A/Suffolk/USAFSAM-14476/2023	H1N1	2023-12-26	Homo sapiens		United Kingdom: Suffolk	Europe		1701
PP586811.1	A/Rhode Island/RISHL24RES069/2023	H1N1	2023-12-28	Homo sapiens		USA: Rhode Island	North America		1701
PP279117.1	A/Suffolk/USAFSAM-14477/2023	H1N1	2023-12-28	Homo sapiens		United Kingdom: Suffolk	Europe		1701
PP503876.1	A/Peru/LIM-UPCH-4116/2023	H1N1	2023-12-29	Homo sapiens		Peru	South America		1701
PP279063.1	A/Aomori/USAFSAM-14423/2024	H1N1	2024-01-03	Homo sapiens		Japan: Aomori	Asia		1701
PP398458.1	A/Michigan/MIS-L373111100/2024	H1N1	2024-01-05	Homo sapiens		USA: Michigan	North America		1701
PP503908.1	A/Peru/LIM-UPCH-4129/2024	H1N1	2024-01-12	Homo sapiens		Peru	South America		1701
PP402562.1	A/Michigan/MIS-L373307130/2024	H1N1	2024-01-13	Homo sapiens		USA: Michigan	North America		1701
PX835154.1	A/Israel/RE832158/2024	H1N1	2024-01-16	Homo sapiens		Israel	Asia		1701
PP399873.1	A/Michigan/MIS-L373514992/2024	H1N1	2024-01-22	Homo sapiens		USA: Michigan	North America		1701
PX835978.1	A/Turkey/RE732924/2024	H1N1	2024-02-01	Homo sapiens		Turkey	Asia		1701
PP498492.1	A/Bayern/USAFSAM-14723/2024	H1N1	2024-02-05	Homo sapiens		Germany: Bayern	Europe		1701
PP432453.1	A/Missouri/USAFSAM-14601/2024	H1N1	2024-02-05	Homo sapiens		USA: Missouri	North America		1701
PP498071.1	A/Suffolk/USAFSAM-14764/2024	H1N1	2024-02-06	Homo sapiens		United Kingdom: Suffolk	Europe		1701
PX573697.1	A/Kilifi/MAT222197/2024	H1N1	2024-02-08	Homo sapiens		Kenya: Kilifi	Africa		1701
PQ258761.1	A/New Jersey/18/2024	H1N1	2024-02-09	Homo sapiens		USA: New Jersey	North America		1752
PX573699.1	A/Kilifi/MTO232151/2024	H1N1	2024-02-20	Homo sapiens		Kenya: Kilifi	Africa		1701
PV652976.1	A/Riyadh/35/2024	H1N1	2024-02-26	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
PV652977.1	A/Riyadh/40/2024	H1N1	2024-02-26	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
PP498452.1	A/Bayern/USAFSAM-14709/2024	H1N1	2024-02-27	Homo sapiens		Germany: Bayern	Europe		1701
PP498484.1	A/Bayern/USAFSAM-14717/2024	H1N1	2024-02-28	Homo sapiens		Germany: Bayern	Europe		1701
PX573804.1	A/Kilifi/MAT222241/2024	H1N1	2024-02-28	Homo sapiens		Kenya: Kilifi	Africa		1701
PQ358079.1	A/Red knot/Firth of Thames/1/2024	H1N9	2024-03	Calidris canutus		New Zealand: Firth of Thames	Oceania		1813
PV329534.1	A/Minnesota/ISC-1257/2024	H1N1	2024-03-08	Homo sapiens		USA: Minnesota	North America		1752
PX573767.1	A/Kilifi/KCH212301/2024	H1N1	2024-03-11	Homo sapiens		Kenya: Kilifi	Africa		1701
PQ447962.1	A/Utah/45/2024	H1N1	2024-03-15	Homo sapiens		USA: Utah	North America		1752
PX063870.1	A/Calidris fuscicollis/Brazil/PNLP_222/2024	H1N8	2024-04-07	Calidris fuscicollis		Brazil	South America		1777
PX051943.1	A/Human/CHL/PUC_MVL_0018_24/2024	H1N1	2024-04-08	Homo sapiens		Chile	South America		1777
PX051587.1	A/Human/CHL/PUC_MVL_0008_24/2024	H1N1	2024-04-12	Homo sapiens		Chile	South America		1777
PX051809.1	A/Human/CHL/PUC_MVL_0015_24/2024	H1N1	2024-04-17	Homo sapiens		Chile	South America		1777
PX051902.1	A/Human/CHL/PUC_MVL_0036_24/2024	H1N1	2024-04-26	Homo sapiens		Chile	South America		1777
PX051893.1	A/Human/CHL/PUC_MVL_0041_24/2024	H1N1	2024-04-29	Homo sapiens		Chile	South America		1777
PX446401.1	A/Douala/5052/2024	H1N1	2024-05	Homo sapiens		Cameroon: Douala	Africa		1701
PX051672.1	A/Human/CHL/PUC_MVL_0078_24/2024	H1N1	2024-05-09	Homo sapiens		Chile	South America		1777
PZ038545.1	A/CHL/PUC_MVL_94_24_CK2/2024	H1N1	2024-05-10	Homo sapiens		Chile	South America		1777
PQ260337.1	A/Minnesota/76/2024	H1N1	2024-05-16	Homo sapiens		USA: Minnesota	North America		1752
PX573776.1	A/Kilifi/KCH212541/2024	H1N1	2024-05-23	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573778.1	A/Kilifi/KCH212544/2024	H1N1	2024-05-23	Homo sapiens		Kenya: Kilifi	Africa		1701
PX023874.1	A/Human/CHL/PUC_MVL_0108_24/2024	H1N1	2024-05-27	Homo sapiens		Chile	South America		1777
PX023918.1	A/Human/CHL/PUC_MVL_0113_24/2024	H1N1	2024-05-29	Homo sapiens		Chile	South America		1778
PV460076.1	A/Ningbo/20241424HA/2024	H1N1	2024-06	Homo sapiens		China: Zhejiang, Ningbo	Asia		1701
PX024167.1	A/Human/CHL/PUC_MVL_0137_24/2024	H1N1	2024-06-14	Homo sapiens		Chile	South America		1777
PX573783.1	A/Kilifi/KCH212664/2024	H1N1	2024-06-24	Homo sapiens		Kenya: Kilifi	Africa		1701
PX446398.1	A/Bandjoun/7186/2024	H1N1	2024-07	Homo sapiens		Cameroon: Bandjoun	Africa		1701
PX573848.1	A/Kilifi/MAV242427/2024	H1N1	2024-07-18	Homo sapiens		Kenya: Kilifi	Africa		1701
PX024505.1	A/Human/CHL/PUC_MVL_0141_24/2024	H1N1	2024-07-19	Homo sapiens		Chile	South America		1777
PX573825.1	A/Kilifi/MTO232265/2024	H1N1	2024-07-19	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573824.1	A/Kilifi/MTO232273/2024	H1N1	2024-07-25	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573828.1	A/Kilifi/MTO232276/2024	H1N1	2024-07-25	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573851.1	A/Kilifi/MAV242451/2024	H1N1	2024-07-29	Homo sapiens		Kenya: Kilifi	Africa		1701
PV460148.1	A/Ningbo/20242023HA/2024	H1N1	2024-08	Homo sapiens		China: Zhejiang, Ningbo	Asia		1701
PQ446682.1	A/New York/142/2024	H1N1	2024-08-05	Homo sapiens		USA: New York	North America		1753
PX024172.1	A/Human/CHL/PUC_MVL_0139_24/2024	H1N1	2024-08-07	Homo sapiens		Chile	South America		1778
PQ361250.1	A/Okinawa/USAFSAM-14979/2024	H1N1	2024-08-27	Homo sapiens		Japan: Okinawa	Asia		1701
PV460156.1	A/Ningbo/20242080HA/2024	H1N1	2024-09	Homo sapiens		China: Zhejiang, Ningbo	Asia		1701
PZ061886.1	A/Auvergne-Rhone-Alpes/025006553701/2024	H1N1	2024-10-11	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PQ665487.1	A/Okinawa/USAFSAM-15001/2024	H1N1	2024-10-21	Homo sapiens		Japan: Okinawa	Asia		1701
PQ673614.1	A/swine/Iowa/A02863060/2024	H1N1	2024-10-23	Sus scrofa		USA: Iowa	North America		1701
PV826224.1	A/ShanDong/LY2402/2024	H1N1	2024-11	Homo sapiens		China: ShanDong	Asia		1777
PQ731698.1	A/California/LACPHL-INF00685/2024	H1N1	2024-11-16	Homo sapiens		USA: California	North America		1701
PZ060527.1	A/Auvergne-Rhone-Alpes/024187495601/2024	H1N1	2024-11-19	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV927208.1	A/Homosapien_Female_27Y/Alkarkh/segment4/2024	H1N1	2024-11-25			Iraq: Baghdad,Alkarkh	Asia		1701
PV499717.1	A/Wisconsin/NIRC-IS-1053/2024	H1N1	2024-11-27	Homo sapiens		USA: Wisconsin	North America		1752
PZ060591.1	A/Auvergne-Rhone-Alpes/024191878101/2024	H1N1	2024-11-29	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV826227.1	A/ShanDong/LY2418/2024	H1N1	2024-12	Homo sapiens		China: ShanDong	Asia		1777
PZ060599.1	A/Auvergne-Rhone-Alpes/024192794301/2024	H1N1	2024-12-10	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ060885.1	A/Auvergne-Rhone-Alpes/024200635101/2024	H1N1	2024-12-11	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV193119.1	A/Arizona/IVY-G25X94A6/2024	H1N1	2024-12-18	Homo sapiens		USA: Arizona	North America		1701
PZ060809.1	A/Auvergne-Rhone-Alpes/024198198201/2024	H1N1	2024-12-19	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV927243.1	A/Homosapien_Male_65Y/Al-Hai/segment4/2024	H1N1	2024-12-19			Iraq: Wasit,Al-Hai	Asia		1701
PZ060759.1	A/Auvergne-Rhone-Alpes/024199636601/2024	H1N1	2024-12-22	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ060755.1	A/Auvergne-Rhone-Alpes/024201122001/2024	H1N1	2024-12-25	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ061054.1	A/Auvergne-Rhone-Alpes/024201577201/2024	H1N1	2024-12-26	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ061031.1	A/Auvergne-Rhone-Alpes/024201642001/2024	H1N1	2024-12-26	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV193367.1	A/Utah/IVY-G25X92B7/2024	H1N1	2024-12-27	Homo sapiens		USA: Utah	North America		1701
PV826232.1	A/ShanDong/LY2529/2025	H1N1	2025-01	Homo sapiens		China: ShanDong	Asia		1777
PV826233.1	A/ShanDong/LY2530/2025	H1N1	2025-01	Homo sapiens		China: ShanDong	Asia		1777
PX671127.1	A/swine/Henan/HN0101/2025	H1N1	2025-01	Sus scrofa		China: Henan	Asia		1701
PV652981.1	A/Riyadh/169/2025	H1N1	2025-01-01	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
PZ061157.1	A/Auvergne-Rhone-Alpes/025000706801/2025	H1N1	2025-01-02	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ061843.1	A/Auvergne-Rhone-Alpes/025009292001/2025	H1N1	2025-01-02	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ061109.1	A/Auvergne-Rhone-Alpes/025001790001/2025	H1N1	2025-01-05	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ061408.1	A/Auvergne-Rhone-Alpes/025009829901/2025	H1N1	2025-01-08	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV291951.1	A/Hong Kong/EPI0993/2025	H1N1	2025-01-09	Homo sapiens		Hong Kong	Asia		1701
PV200339.1	A/Okinawa/USAFSAM-15128/2025	H1N1	2025-01-11	Homo sapiens		Japan: Okinawa	Asia		1701
PV504256.1	A/Vermont/11/2025	H1N1	2025-01-14	Homo sapiens		USA: Vermont	North America		1752
PZ061627.1	A/Auvergne-Rhone-Alpes/025010423801/2025	H1N1	2025-01-18	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV499669.1	A/Wisconsin/NIRC-IS-1047/2025	H1N1	2025-01-18	Homo sapiens		USA: Wisconsin	North America		1752
PZ061765.1	A/Auvergne-Rhone-Alpes/025014372101/2025	H1N1	2025-01-24	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV261438.1	A/Aomori/USAFSAM-15357/2025	H1N1	2025-01-27	Homo sapiens		Japan: Aomori	Asia		1701
PV516959.1	A/Colorado/ISC-1118/2025	H1N1	2025-01-27	Homo sapiens		USA: Colorado	North America		1752
PZ061585.1	A/Auvergne-Rhone-Alpes/025016664001/2025	H1N1	2025-01-28	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PV501403.1	A/Wisconsin/26/2025	H1N1	2025-01-28	Homo sapiens		USA: Wisconsin	North America		1752
PV738497.1	A/swine/Germany-SN/2025AI01061/2025	H1N1	2025-01-28	Sus scrofa		Germany: Germany-SN	Europe		1704
PV194805.1	A/Michigan/UM-10062116349/2025	H1N1	2025-01-31	Homo sapiens		USA: Michigan	North America		1701
PV826237.1	A/ShanDong/LY2545/2025	H1N1	2025-02	Homo sapiens		China: ShanDong	Asia		1777
PV826238.1	A/ShanDong/LY2546/2025	H1N1	2025-02	Homo sapiens		China: ShanDong	Asia		1777
PV826239.1	A/ShanDong/LY2547/2025	H1N1	2025-02	Homo sapiens		China: ShanDong	Asia		1777
PV826240.1	A/ShanDong/LY2548/2025	H1N1	2025-02	Homo sapiens		China: ShanDong	Asia		1777
PZ062110.1	A/Auvergne-Rhone-Alpes/025026134301/2025	H1N1	2025-02-12	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ062405.1	A/Auvergne-Rhone-Alpes/025036251801/2025	H1N1	2025-02-17	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1743
PZ062187.1	A/Auvergne-Rhone-Alpes/025030145801/2025	H1N1	2025-02-19	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1744
PV424700.1	A/Bayern/USAFSAM-15730/2025	H1N1	2025-02-27	Homo sapiens		Germany: Bayern	Europe		1701
PV786632.1	A/pig/Thanh Hoa/TH086/2025	H1N1	2025-03	Sus scrofa		Viet Nam: Thanh Hoa	Asia		1698
PX845345.1	A/swine/Spain/F64-20-F_HA/2025	H1N2	2025-03	Sus scrofa		Spain	Europe		1701
PV732176.1	A/New York/NIRC-IS-1133/2025	H1N1	2025-03-02	Homo sapiens		USA: New York	North America		1752
PZ038136.1	A/CHL/PUC_MVL_0005_25/2025	H1N1	2025-03-10	Homo sapiens		Chile	South America		1777
PV728424.1	A/Colorado/ISC-1299/2025	H1N1	2025-03-10	Homo sapiens		USA: Colorado	North America		1752
PX225998.1	A/Hong Kong/EPI1066/2025	H1N1	2025-03-11	Homo sapiens		Hong Kong	Asia		1701
PV728787.1	A/Colorado/ISC-1333/2025	H1N1	2025-03-20	Homo sapiens		USA: Colorado	North America		1752
PX267920.1	A/Michigan/MIS-L387587103/2025	H1N1	2025-03-24	Homo sapiens		USA: Michigan	North America		1701
PV700228.1	A/swine/Nebraska/T030526VI/2025	H1N1	2025-04-02	Sus scrofa		USA	North America	swine	1695
PZ038647.1	A/CHL/P03_d0_G1_25/2025	H1N1	2025-04-05	Homo sapiens		Chile	South America		1777
PZ038429.1	A/CHL/PUC_MVL_0026_25/2025	H1N1	2025-04-17	Homo sapiens		Chile	South America		1777
PV896223.1	A/Georgia/12/2025	H1N1	2025-04-21	Homo sapiens		USA: Georgia	North America		1752
PV667579.1	A/swine/Iowa/A02858585/2025	H1N1	2025-04-23	Sus scrofa		USA: Iowa	North America		1701
PZ038626.1	A/CHL/op04_d0_G1_25/2025	H1N1	2025-05-05	Homo sapiens		Chile	South America		1777
PZ038655.1	A/CHL/PUC_MVL_0035_25/2025	H1N1	2025-05-22	Homo sapiens		Chile	South America		1777
PZ038412.1	A/CHL/PUC_MVL_0040_25/2025	H1N1	2025-05-27	Homo sapiens		Chile	South America		1777
PZ038329.1	A/CHL/P07_d0_G1_25/2025	H1N1	2025-05-29	Homo sapiens		Chile	South America		1777
PZ038731.1	A/CHL/PUC_MVL_0052_25/2025	H1N1	2025-06-02	Homo sapiens		Chile	South America		1777
PZ038225.1	A/CHL/PUC_MVL_0079_25/2025	H1N1	2025-06-02	Homo sapiens		Chile	South America		1777
PZ038189.1	A/CHL/PUC_MVL_0073_25/2025	H1N1	2025-06-04	Homo sapiens		Chile	South America		1778
PZ038479.1	A/CHL/PUC_MVL_0053_25/2025	H1N1	2025-06-05	Homo sapiens		Chile	South America		1778
PZ038303.1	A/CHL/PUC_MVL_0062_25/2025	H1N1	2025-06-06	Homo sapiens		Chile	South America		1777
PZ038281.1	A/CHL/PUC_MVL_0091_25/2025	H1N1	2025-06-13	Homo sapiens		Chile	South America		1777
PZ038330.1	A/CHL/op17_d7_G1_25/2025	H1N1	2025-07-08	Homo sapiens		Chile	South America		1777
PX443029.1	A/swine/Iowa/A02858807/2025	H1N1	2025-09-04	Sus scrofa		USA: Iowa	North America		1695
PX707205.1	A/Alaska/72/2025	H1N1	2025-09-11	Homo sapiens		USA: Alaska	North America		1752
PX988325.1	A/Rheinland-Pfalz/LRMCflu_0049/2025	H1N1	2025-09-12	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PX700635.1	A/Hong Kong/EPI1319/2025	H1N1	2025-10-14	Homo sapiens		Hong Kong	Asia		1701
PZ031997.1	A/Turkey/NC/26G00176-002-original/2026	H1N1	2026-01-01	Meleagris gallopavo		USA: NC	North America		1701
PX975000.1	A/California/LACPHL-INF02147/2026	H1N1	2026-01-03	Homo sapiens		USA: California	North America		1701
PX943321.1	A/Michigan/UM-10068564551/2026	H1N1	2026-01-03	Homo sapiens		USA: Michigan	North America		1701
PX955326.1	A/swine/Pennsylvania/003154_(A02858987)_H1/2026	H1N2	2026-01-07	Sus scrofa		USA: Pennsylvania	North America		1698
PX955328.1	A/swine/Pennsylvania/003341_(A02859156)_H1/2026	H1N2	2026-01-08	Sus scrofa		USA: Pennsylvania	North America		1695
PZ043174.1	A/New York City/PV311003/2026	H1N1	2026-01-12	Homo sapiens		USA	North America		1777
