accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
PX023530.1	A/Human/CHL/PUC_MVL_0040/2022	H3N2	2022-08-02	Homo sapiens		Chile	South America		1762
OR717851.1	A/Shanghai/CN1510C2/2022	H3N2	2022-08-02	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
OR718499.1	A/Shanghai/FX1583C2/2022	H3N2	2022-08-03	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
PX023694.1	A/Human/CHL/PUC_MVL_0046/2022	H3N2	2022-08-09	Homo sapiens		Chile	South America		1762
PX023645.1	A/Human/CHL/PUC_MVL_0044/2022	H3N2	2022-08-10	Homo sapiens		Chile	South America		1762
PX023788.1	A/Human/CHL/PUC_MVL_0048/2022	H3N2	2022-08-11	Homo sapiens		Chile	South America		1762
PX024019.1	A/Human/CHL/PUC_MVL_0051/2022	H3N2	2022-08-19	Homo sapiens		Chile	South America		1762
PX023548.1	A/Human/CHL/PUC_MVL_0057/2022	H3N2	2022-08-23	Homo sapiens		Chile	South America		1762
PX024373.1	A/Human/CHL/PUC_MVL_0060/2022	H3N2	2022-08-30	Homo sapiens		Chile	South America		1762
PX573939.1	A/Kilifi/MTO231043/2022	H3N2	2022-08-30	Homo sapiens		Kenya: Kilifi	Africa		1701
OP939071.1	A/Rheinland-Pfalz/USAFSAM-13447/2022	H3N2	2022-09-11	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PX574136.1	A/Kilifi/MTO231071/2022	H3N2	2022-09-12	Homo sapiens		Kenya: Kilifi	Africa		1701
OQ234261.1	A/Oregon/34/2022	H3N2	2022-09-26	Homo sapiens		USA: Oregon	North America		1737
OP938829.1	A/Rheinland-Pfalz/USAFSAM-13458/2022	H3N2	2022-09-26	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OQ233853.1	A/Montana/30/2022	H3N2	2022-09-27	Homo sapiens		USA: Montana	North America		1737
OR674095.1	A/Spot-billed duck(Anas poecilohyncha)/Korea/KNU23/2022	H3N8	2022-10-05			Korea	Asia		1701
OQ233129.1	A/Georgia/29/2022	H3N2	2022-10-23	Homo sapiens		USA: Georgia	North America		1737
OQ234947.1	A/Wisconsin/69/2022	H3N2	2022-10-27	Homo sapiens		USA: Wisconsin	North America		1737
PP927039.1	A/Equus ferus caballus/Somerset/199/2022	H3N8	2022-11-09	Equus ferus		United Kingdom: Somerset	Europe		1761
OQ248715.1	A/Kansas/USAFSAM-13600/2022	H3N2	2022-11-14	Homo sapiens		USA: Kansas	North America		1701
OQ663901.1	A/New Mexico/58/2022	H3N2	2022-11-21	Homo sapiens		USA: New Mexico	North America		1737
OQ316658.1	A/Rheinland-Pfalz/USAFSAM-13717/2022	H3N2	2022-11-24	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OQ464039.1	A/Maine/30/2022	H3N2	2022-11-26	Homo sapiens		USA: Maine	North America		1737
PX574171.1	A/Kilifi/KCH211287/2022	H3N2	2022-12-05	Homo sapiens		Kenya: Kilifi	Africa		1701
PX835866.1	A/Poland/RE622835/2022	H3N2	2022-12-11	Homo sapiens		Poland	Europe		1701
OQ366824.1	A/Rheinland-Pfalz/USAFSAM-13825/2022	H3N2	2022-12-13	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OQ367547.1	A/Rheinland-Pfalz/USAFSAM-13827/2022	H3N2	2022-12-13	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PX574173.1	A/Kilifi/MAV241275/2022	H3N2	2022-12-20	Homo sapiens		Kenya: Kilifi	Africa		1701
OQ367859.1	A/Rheinland-Pfalz/USAFSAM-13879/2022	H3N2	2022-12-22	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OR495774.1	A/Michigan/UOM10049123767/2022	H3N2	2022-12-31	Homo sapiens		USA	North America	Human	1701
OQ507028.1	A/Rheinland-Pfalz/USAFSAM-14049/2023	H3N2	2023-01-05	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OR013196.1	A/Rhode Island/03/2023	H3N2	2023-01-07	Homo sapiens		USA: Rhode Island	North America		1737
OQ507052.1	A/Rheinland-Pfalz/USAFSAM-14054/2023	H3N2	2023-01-10	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OQ507076.1	A/Rheinland-Pfalz/USAFSAM-14069/2023	H3N2	2023-01-10	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OQ506678.1	A/Rheinland-Pfalz/USAFSAM-14055/2023	H3N2	2023-01-11	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PX834314.1	A/Japan/RE221454/2023	H3N2	2023-01-17	Homo sapiens		Japan	Asia		1701
OQ615512.1	A/Baden-Wurttemberg/USAFSAM-14102/2023	H3N2	2023-01-18	Homo sapiens		Germany: Baden-Wurttemberg	Europe		1701
OQ821921.1	A/Rheinland-Pfalz/USAFSAM-14125/2023	H3N2	2023-01-19	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OQ506693.1	A/Aomori/USAFSAM-14074/2023	H3N2	2023-01-22	Homo sapiens		Japan: Aomori	Asia		1701
OQ821937.1	A/Rheinland-Pfalz/USAFSAM-14128/2023	H3N2	2023-01-22	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PX574080.1	A/Kilifi/MAV241313/2023	H3N2	2023-01-25	Homo sapiens		Kenya: Kilifi	Africa		1701
OQ821945.1	A/Rheinland-Pfalz/USAFSAM-14131/2023	H3N2	2023-01-29	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OR699588.1	A/Michigan/UOM10049895567/2023	H3N2	2023-02-16	Homo sapiens		USA	North America	Human	1701
OR699904.1	A/Michigan/UOM10049993329/2023	H3N2	2023-02-23	Homo sapiens		USA	North America	Human	1701
OQ992801.1	A/Aomori/USAFSAM-14169/2023	H3N2	2023-03-18	Homo sapiens		Japan: Aomori	Asia		1701
OR166924.1	A/Rheinland-Pfalz/USAFSAM-14182/2023	H3N2	2023-03-18	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
OR721795.1	A/Shanghai/YP1517E2/2023	H3N2	2023-05-02	Homo sapiens		China: Shanghai	Asia	Egg 2 passage(s)	1701
PQ656654.1	A/chicken/Zhejiang/WYL0505/2023	H3N3	2023-05-05	Gallus gallus		China: Zhejiang	Asia		1701
OR718899.1	A/Shanghai/HK1343E3/2023	H3N2	2023-05-11	Homo sapiens		China: Shanghai	Asia	Egg 3 passage(s)	1701
PX574066.1	A/Kilifi/MTO231612/2023	H3N2	2023-05-22	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574045.1	A/Kilifi/KCH211627/2023	H3N2	2023-05-23	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574069.1	A/Kilifi/MTO231618/2023	H3N2	2023-05-23	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574070.1	A/Kilifi/MTO231626/2023	H3N2	2023-05-29	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574048.1	A/Kilifi/KCH211652/2023	H3N2	2023-05-30	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574079.1	A/Kilifi/MAV241581/2023	H3N2	2023-06-09	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574085.1	A/Kilifi/MAV241586/2023	H3N2	2023-06-12	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574088.1	A/Kilifi/MAV241600/2023	H3N2	2023-06-19	Homo sapiens		Kenya: Kilifi	Africa		1701
PP474946.1	A/duck/China/532D55/2023	H3N2	2023-07-13	Anatidae		China	Asia		1765
PP927250.1	A/Equus ferus caballus/Devon/244/2023	H3N8	2023-07-18	Equus ferus		United Kingdom: Devon	Europe		1762
PP927714.1	A/Equus ferus caballus/WestLothian/246/2023	H3N8	2023-08-03	Equus ferus		United Kingdom: WestLothian	Europe		1762
PP303593.1	A/New York/41/2023	H3N2	2023-09-26	Homo sapiens		USA: New York	North America		1737
PP302548.1	A/Hawaii/47/2023	H3N2	2023-10-05	Homo sapiens		USA: Hawaii	North America		1737
PP302157.1	A/Arizona/45/2023	H3N2	2023-10-11	Homo sapiens		USA: Arizona	North America		1737
PX573870.1	A/Kilifi/MAT221984/2023	H3N2	2023-10-16	Homo sapiens		Kenya: Kilifi	Africa		1701
PX409819.1	A/swine/USA/OH23-27426-6/2023	H3N2	2023-11-09	Sus scrofa		USA	North America		1701
PP927594.1	A/Equus ferus caballus/Northumberland/292/2023	H3N8	2023-11-13	Equus ferus		United Kingdom: Northumberland	Europe		1762
PZ015374.1	A/Guilin/26/2023	H3N2	2023-11-13	Homo sapiens		China: Guilin	Asia		1698
PP302900.1	A/Iowa/65/2023	H3N2	2023-11-13	Homo sapiens		USA: Iowa	North America		1737
PX573865.1	A/Kilifi/KCH212040/2023	H3N2	2023-11-20	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573882.1	A/Kilifi/MAV241949/2023	H3N2	2023-12-04	Homo sapiens		Kenya: Kilifi	Africa		1701
PP503780.1	A/Peru/LIM-UPCH-4133/2023	H3N2	2023-12-04	Homo sapiens		Peru	South America		1701
PX834494.1	A/Japan/RE348341/2023	H3N2	2023-12-05	Homo sapiens		Japan	Asia		1701
PX834458.1	A/Japan/RE669812/2023	H3N2	2023-12-06	Homo sapiens		Japan	Asia		1701
PQ844650.1	A/Zhejiang/H023/2023	H3N2	2023-12-14	Homo sapiens		China: Zhejiang	Asia		1762
PQ101294.1	A/California/H20-346-1348/2023	H3N2	2023-12-15	Homo sapiens		USA: California	North America		1701
PZ015382.1	A/Guilin/84/2023	H3N2	2023-12-19	Homo sapiens		China: Guilin	Asia		1698
PP684822.1	A/Delaware/86/2023	H3N2	2023-12-26	Homo sapiens		USA: Delaware	North America		1737
PP685630.1	A/Illinois/40/2023	H3N2	2023-12-26	Homo sapiens		USA: Illinois	North America		1737
PP203180.1	A/swine/Iowa/A02862194/2023	H3N2	2023-12-29	Sus scrofa		USA: Iowa	North America		1701
PX271016.1	A/Mallard/New Zealand/W24_4A_c39/2024	H3N8	2024-01	Anas platyrhynchos		New Zealand	Oceania		1736
PP685070.1	A/Georgia/01/2024	H3N2	2024-01-01	Homo sapiens		USA: Georgia	North America		1737
PQ578523.1	A/Hong Kong/ST222531/2024	H3N2	2024-01-03	Homo sapiens		Hong Kong	Asia		1737
PX574054.1	A/Kilifi/KCH212136/2024	H3N2	2024-01-03	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573873.1	A/Kilifi/MAT222128/2024	H3N2	2024-01-04	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573877.1	A/Kilifi/MTO232053/2024	H3N2	2024-01-04	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573867.1	A/Kilifi/KCH212144/2024	H3N2	2024-01-05	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573878.1	A/Kilifi/MTO232057/2024	H3N2	2024-01-05	Homo sapiens		Kenya: Kilifi	Africa		1701
PP339837.1	A/swine/Iowa/A02862209/2024	H3N2	2024-01-05	Sus scrofa		USA: Iowa	North America		1701
PX573883.1	A/Kilifi/MAV242007/2024	H3N2	2024-01-08	Homo sapiens		Kenya: Kilifi	Africa		1701
PP503773.1	A/Peru/LIM-UPCH-4120/2024	H3N2	2024-01-08	Homo sapiens		Peru	South America		1701
PX573880.1	A/Kilifi/MTO232069/2024	H3N2	2024-01-09	Homo sapiens		Kenya: Kilifi	Africa		1701
PP397606.1	A/Aomori/USAFSAM-14529/2024	H3N2	2024-01-10	Homo sapiens		Japan: Aomori	Asia		1701
PP503804.1	A/Peru/LIM-UPCH-4130/2024	H3N2	2024-01-12	Homo sapiens		Peru	South America		1701
PP535512.1	A/Hong Kong/EPI0469/2024	H3N2	2024-01-15	Homo sapiens		Hong Kong	Asia		1754
PX573868.1	A/Kilifi/KCH212162/2024	H3N2	2024-01-15	Homo sapiens		Kenya: Kilifi	Africa		1701
PP686006.1	A/Iowa/12/2024	H3N2	2024-01-21	Homo sapiens		USA: Iowa	North America		1737
PP432017.1	A/Bayern/USAFSAM-14575/2024	H3N2	2024-01-26	Homo sapiens		Germany: Bayern	Europe		1701
PX573872.1	A/Kilifi/KCH212197/2024	H3N2	2024-01-29	Homo sapiens		Kenya: Kilifi	Africa		1701
PP432052.1	A/Suffolk/USAFSAM-14634/2024	H3N2	2024-02-06	Homo sapiens		United Kingdom: Suffolk	Europe		1701
PZ015385.1	A/Guilin/135/2024	H3N2	2024-02-08	Homo sapiens		China: Guilin	Asia		1698
PX573871.1	A/Kilifi/KCH212227/2024	H3N2	2024-02-12	Homo sapiens		Kenya: Kilifi	Africa		1701
PV653578.1	A/Riyadh/45/2024	H3N2	2024-02-26	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
PP619480.1	A/Gyeonggi/USAFSAM-14835/2024	H3N2	2024-03-04	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PQ263108.1	A/Georgia/29/2024	H3N2	2024-03-05	Homo sapiens		USA: Georgia	North America		1737
PP765181.1	A/Okinawa/USAFSAM-14875/2024	H3N2	2024-03-11	Homo sapiens		Japan: Okinawa	Asia		1701
PP765198.1	A/Gyeonggi/USAFSAM-14893/2024	H3N2	2024-03-13	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PZ015387.1	A/Guilin/196/2024	H3N2	2024-03-17	Homo sapiens		China: Guilin	Asia		1698
PZ015389.1	A/Guilin/219/2024	H3N2	2024-04-02	Homo sapiens		China: Guilin	Asia		1698
PX051882.1	A/Human/CHL/PUC_MVL_0047_24/2024	H3N2	2024-04-13	Homo sapiens		Chile	South America		1762
PX051486.1	A/Human/CHL/PUC_MVL_0048_24/2024	H3N2	2024-04-15	Homo sapiens		Chile	South America		1762
PX051701.1	A/Human/CHL/PUC_MVL_0059_24/2024	H3N2	2024-04-20	Homo sapiens		Chile	South America		1762
PX051804.1	A/Human/CHL/PUC_MVL_0027_24/2024	H3N2	2024-04-23	Homo sapiens		Chile	South America		1762
PX051565.1	A/Human/CHL/PUC_MVL_0067_24/2024	H3N2	2024-05-02	Homo sapiens		Chile	South America		1762
PX051789.1	A/Human/CHL/PUC_MVL_0046_24/2024	H3N2	2024-05-04	Homo sapiens		Chile	South America		1762
PX051604.1	A/Human/CHL/op04_G1_24/2024	H3N2	2024-05-09	Homo sapiens		Chile	South America		1762
PX023812.1	A/Human/CHL/PUC_MVL_0097_24/2024	H3N2	2024-05-13	Homo sapiens		Chile	South America		1762
PX051752.1	A/Human/CHL/PUC_MVL_0088_24/2024	H3N2	2024-05-18	Homo sapiens		Chile	South America		1762
PP997546.1	A/California/LACPHL-INF00343/2024	H3N2	2024-06-11	Homo sapiens		USA: California	North America		1701
PX023864.1	A/Human/CHL/PUC_MVL_0145_24/2024	H3N2	2024-06-30	Homo sapiens		Chile	South America		1762
PX574091.1	A/Kilifi/PIN252479/2024	H3N2	2024-08-06	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574094.1	A/Kilifi/PIN252517/2024	H3N2	2024-08-21	Homo sapiens		Kenya: Kilifi	Africa		1701
PZ060463.1	A/Auvergne-Rhone-Alpes/024163009601/2024	H3N2	2024-10-09	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ060460.1	A/Auvergne-Rhone-Alpes/024162110901/2024	H3N2	2024-10-10	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PQ837308.1	A/Colorado/ISC-1401/2024	H3N2	2024-10-23	Homo sapiens		USA: Colorado	North America		1737
PQ842216.1	A/Illinois/63/2024	H3N2	2024-11-01	Homo sapiens		USA: Illinois	North America		1737
PX451836.1	A/Sydney/1359/2024	H3N2	2024-11-29	Homo sapiens		Australia: Sydney	Oceania		1701
PV278455.1	A/Wisconsin/NIRC-IS-1066/2024	H3N2	2024-11-30	Homo sapiens		USA: Wisconsin	North America		1737
PZ060694.1	A/Auvergne-Rhone-Alpes/024195978101/2024	H3N2	2024-12-07	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV281603.1	A/Rhode Island/73/2024	H3N2	2024-12-09	Homo sapiens		USA: Rhode Island	North America		1737
PZ060605.1	A/Auvergne-Rhone-Alpes/024193406301/2024	H3N2	2024-12-11	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ060671.1	A/Auvergne-Rhone-Alpes/024194746701/2024	H3N2	2024-12-13	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ060648.1	A/Auvergne-Rhone-Alpes/024195482201/2024	H3N2	2024-12-15	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV333498.1	A/Massachusetts/ISC-1238/2024	H3N2	2024-12-15	Homo sapiens		USA: Massachusetts	North America		1737
PZ060682.1	A/Auvergne-Rhone-Alpes/024195510101/2024	H3N2	2024-12-16	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV280571.1	A/Minnesota/162/2024	H3N2	2024-12-22	Homo sapiens		USA: Minnesota	North America		1737
PZ060741.1	A/Auvergne-Rhone-Alpes/024201023101/2024	H3N2	2024-12-25	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ061015.1	A/Auvergne-Rhone-Alpes/024201600801/2024	H3N2	2024-12-26	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV262845.1	A/Washington/WA-UW-34894/2024	H3N2	2024-12-28	Homo sapiens		USA: Washington	North America		1749
PZ060942.1	A/Auvergne-Rhone-Alpes/024202679101/2024	H3N2	2024-12-29	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV960414.1	A/duck/Guangxi/NND100/2024	H3N2	2024-12-30	Anatidae		China: Guangxi	Asia		1701
PV960454.1	A/duck/Guangxi/NND93/2024	H3N2	2024-12-30	Anatidae		China: Guangxi	Asia		1701
PZ060978.1	A/Auvergne-Rhone-Alpes/025000235601/2025	H3N2	2025-01-02	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ061101.1	A/Auvergne-Rhone-Alpes/025001749301/2025	H3N2	2025-01-05	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ061119.1	A/Auvergne-Rhone-Alpes/025001877501/2025	H3N2	2025-01-05	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ061268.1	A/Auvergne-Rhone-Alpes/025006104801/2025	H3N2	2025-01-11	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ061860.1	A/Auvergne-Rhone-Alpes/025010580001/2025	H3N2	2025-01-19	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ061445.1	A/Auvergne-Rhone-Alpes/025011333101/2025	H3N2	2025-01-20	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PX671804.1	A/Iraq/308-A_HA_H3/2025	H3N2	2025-01-22	Homo sapiens		Iraq	Asia		1701
PZ062035.1	A/Auvergne-Rhone-Alpes/025022779601/2025	H3N2	2025-01-27	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV298663.1	A/Gyeonggi/USAFSAM-15592/2025	H3N2	2025-01-27	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PV688656.1	A/Gorakhpur/8768/2025	H3N2	2025-02	Homo sapiens		India: Uttar Pradesh, Gorakhpur	Asia		1702
PV688654.1	A/Gorakhpur/8782/2025	H3N2	2025-02	Homo sapiens		India: Uttar Pradesh, Gorakhpur	Asia		1702
PV688655.1	A/Gorakhpur/8784/2025	H3N2	2025-02	Homo sapiens		India: Uttar Pradesh, Gorakhpur	Asia		1702
PZ062228.1	A/Auvergne-Rhone-Alpes/025033639101/2025	H3N2	2025-02-05	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ062324.1	A/Auvergne-Rhone-Alpes/025030350101/2025	H3N2	2025-02-10	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV507857.1	A/Iowa/30/2025	H3N2	2025-02-11	Homo sapiens		USA: Iowa	North America		1737
PZ062188.1	A/Auvergne-Rhone-Alpes/025031599101/2025	H3N2	2025-02-18	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PV722497.1	A/North Dakota/38/2025	H3N2	2025-02-23	Homo sapiens		USA: North Dakota	North America		1737
PZ062336.1	A/Auvergne-Rhone-Alpes/025038635201/2025	H3N2	2025-02-24	Homo sapiens		France: Auvergne-Rhone-Alpes	Europe		1728
PZ070906.1	A/canine/Nanjing/01/2025	H3N2	2025-03-13	Canis lupus familiaris		China: Jiangsu, Nanjing	Asia		1701
PV476157.1	A/swine/Iowa/A02858457/2025	H3N2	2025-03-14	Sus scrofa		USA: Iowa	North America		1701
PX213704.1	A/Okinawa/USAFSAM-16210/2025	H3N2	2025-06-03	Homo sapiens		Japan: Okinawa	Asia		1701
PX599025.1	A/Hong Kong/EPI1242/2025	H3N2	2025-08-18	Homo sapiens		Hong Kong	Asia		1701
PX490447.1	A/South Carolina/USAFSAM-16365/2025	H3N2	2025-09-26	Homo sapiens		USA: South Carolina	North America		1701
PX491559.1	A/Gyeonggi/USAFSAM-16371/2025	H3N2	2025-09-28	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PX700664.1	A/Hong Kong/ST226270/2025	H3N2	2025-10-02	Homo sapiens		Hong Kong	Asia		1701
PX700695.1	A/Hong Kong/ST226278/2025	H3N2	2025-10-02	Homo sapiens		Hong Kong	Asia		1701
PX908202.1	A/Human/CHL/PUC_MVL_0130_25/2025	H3N2	2025-10-07	Homo sapiens		Chile	South America		1762
PX908056.1	A/Human/CHL/PUC_MVL_0132_25/2025	H3N2	2025-10-07	Homo sapiens		Chile	South America		1759
PX908096.1	A/Human/CHL/PUC_MVL_0136_25/2025	H3N2	2025-10-09	Homo sapiens		Chile	South America		1760
PX908290.1	A/Human/CHL/PUC_MVL_0137_25/2025	H3N2	2025-10-09	Homo sapiens		Chile	South America		1761
PX908227.1	A/Human/CHL/PUC_MVL_0141_25/2025	H3N2	2025-10-10	Homo sapiens		Chile	South America		1759
PX907936.1	A/Human/CHL/PUC_MVL_0147_25/2025	H3N2	2025-10-14	Homo sapiens		Chile	South America		1761
PX908103.1	A/Human/CHL/PUC_MVL_0150_25/2025	H3N2	2025-10-16	Homo sapiens		Chile	South America		1762
PX908119.1	A/Human/CHL/PUC_MVL_0154_25/2025	H3N2	2025-10-21	Homo sapiens		Chile	South America		1760
PX908152.1	A/Human/CHL/PUC_MVL_0155_25/2025	H3N2	2025-10-21	Homo sapiens		Chile	South America		1759
PX908064.1	A/Human/CHL/PUC_MVL_0157_25/2025	H3N2	2025-10-21	Homo sapiens		Chile	South America		1762
PX907989.1	A/Human/CHL/PUC_MVL_0158_25/2025	H3N2	2025-10-22	Homo sapiens		Chile	South America		1760
PX907979.1	A/Human/CHL/PUC_MVL_0160_25/2025	H3N2	2025-10-22	Homo sapiens		Chile	South America		1760
PX838387.1	A/Texas/340/2025	H3N2	2025-11-05	Homo sapiens		USA: Texas	North America		1737
PX700625.1	A/Hong Kong/EPI1357/2025	H3N2	2025-11-13	Homo sapiens		Hong Kong	Asia		1701
PZ003711.1	A/District Of Columbia/65/2025	H3N2	2025-11-16	Homo sapiens		USA: District of Columbia	North America		1737
PX887667.1	A/Michigan/UM-10068033577/2025	H3N2	2025-12-04	Homo sapiens		USA: Michigan	North America		1701
PZ002928.1	A/Minnesota/ISC-1409/2025	H3N2	2025-12-04	Homo sapiens		USA: Minnesota	North America		1737
PX954754.1	A/Rhode Island/RISHL25FLU413/2025	H3N2	2025-12-16	Homo sapiens		USA: Rhode Island	North America		1701
PZ059182.1	A/Vladivostok/A888_HA/2025	H3N2	2025-12-21	Homo sapiens		Russia: Primorskyi krai, Vladivostok	Europe		1701
PX982540.1	A/Rhode Island/RISHL26FLU174/2025	H3N2	2025-12-27	Homo sapiens		USA: Rhode Island	North America		1701
PX982476.1	A/Rhode Island/RISHL26FLU165/2025	H3N2	2025-12-29	Homo sapiens		USA: Rhode Island	North America		1701
PX897421.1	A/Missouri/USAFSAM-16625/2025	H3N2	2025-12-31	Homo sapiens		USA: Missouri	North America		1701
PX913283.1	A/New Jersey/GKISBBBH73220/2026	H3N2	2026-01-05	Homo sapiens		USA: New Jersey	North America		1737
PZ029186.1	A/California/LACPHL-INF02243/2026	H3N2	2026-01-06	Homo sapiens		USA: California	North America		1701
PX995325.1	A/Rheinland-Pfalz/USAFSAM-16833/2026	H3N2	2026-01-06	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PX982102.1	A/Rhode Island/RISHL26FLU114/2026	H3N2	2026-01-06	Homo sapiens		USA: Rhode Island	North America		1701
PX989196.1	A/Baden-Wurttemberg/USAFSAM-16762/2026	H3N2	2026-01-07	Homo sapiens		Germany: Baden-Wurttemberg	Europe		1701
PX913290.1	A/New York/GKISBBBH56296/2026	H3N2	2026-01-07	Homo sapiens		USA: New York	North America		1737
PZ048575.1	A/Washington/WA-UW-41062/2026	H3N2	2026-01-10	Homo sapiens		USA: Washington	North America		1737
PZ059286.1	A/Vladivostok/A949_HA/2026	H3N2	2026-01-12	Homo sapiens		Russia: Primorskyi krai, Vladivostok	Europe		1701
PX989197.1	A/Baden-Wurttemberg/USAFSAM-16763/2026	H3N2	2026-01-13	Homo sapiens		Germany: Baden-Wurttemberg	Europe		1701
PX989198.1	A/Baden-Wurttemberg/USAFSAM-16764/2026	H3N2	2026-01-13	Homo sapiens		Germany: Baden-Wurttemberg	Europe		1701
PZ059294.1	A/Vladivostok/A950_HA/2026	H3N2	2026-01-13	Homo sapiens		Russia: Primorskyi krai, Vladivostok	Europe		1701
PX989195.1	A/Baden-Wurttemberg/USAFSAM-16761/2026	H3N2	2026-01-14	Homo sapiens		Germany: Baden-Wurttemberg	Europe		1701
PZ059302.1	A/Vladivostok/A951_HA/2026	H3N2	2026-01-14	Homo sapiens		Russia: Primorskyi krai, Vladivostok	Europe		1701
PZ010637.1	A/California/LACPHL-INF02185/2026	H3N2	2026-01-15	Homo sapiens		USA: California	North America		1701
PX995367.1	A/Gyeonggi/USAFSAM-16876/2026	H3N2	2026-01-15	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PZ029214.1	A/California/LACPHL-INF02248/2026	H3N2	2026-01-18	Homo sapiens		USA: California	North America		1701
PZ029133.1	A/California/LACPHL-INF02235/2026	H3N2	2026-01-19	Homo sapiens		USA: California	North America		1701
PZ034894.1	A/Baden-Wurttemberg/USAFSAM-16901/2026	H3N2	2026-01-20	Homo sapiens		Germany: Baden-Wurttemberg	Europe		1701
PX995365.1	A/Gyeonggi/USAFSAM-16874/2026	H3N2	2026-01-20	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PX995366.1	A/Gyeonggi/USAFSAM-16875/2026	H3N2	2026-01-20	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PX989213.1	A/Missouri/USAFSAM-16779/2026	H3N2	2026-01-20	Homo sapiens		USA: Missouri	North America		1701
PX995363.1	A/Gyeonggi/USAFSAM-16872/2026	H3N2	2026-01-22	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PX995364.1	A/Gyeonggi/USAFSAM-16873/2026	H3N2	2026-01-22	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PZ034926.1	A/Gyeonggi/USAFSAM-16934/2026	H3N2	2026-01-27	Homo sapiens		South Korea: Gyeonggi	Asia		1701
PZ034915.1	A/New Mexico/USAFSAM-16922/2026	H3N2	2026-01-27	Homo sapiens		USA: New Mexico	North America		1701
PZ034900.1	A/Kansas/USAFSAM-16907/2026	H3N2	2026-01-28	Homo sapiens		USA: Kansas	North America		1701
PZ052983.1	A/Rhode Island/USAFSAM-17040/2026	H3N2	2026-02-05	Homo sapiens		USA: Rhode Island	North America		1701
