accession	strain	subtype	date	host	host_tax_id	location	region	passage_history	length
PV265566.1	A/duck/Egypt/DA21343OP/2023	H5N1	2023-10-17	Anas sp.	42806	Egypt	Africa		1751
PV305040.1	A/Canada Goose/AB/FAV-0025-4-2024/2023	H5N1	2023-10-18	Branta canadensis	8853	Canada: AB	North America		1704
PV265794.1	A/Northern shoveler/Egypt/DA21355OP/2023	H5N1	2023-10-18	Spatula clypeata	75838	Egypt	Africa		1751
PP883129.1	A/duck/Bangladesh/59011/2023	H5N1	2023-10-24	Anas sp.	42806	Bangladesh	Asia		1751
PP883157.1	A/duck/Bangladesh/59088/2023	H5N1	2023-10-24	Anas sp.	42806	Bangladesh	Asia		1751
PV301124.1	A/Canada Goose/AB/FAV-0026-9-2024/2023	H5N1	2023-10-26	Branta canadensis	8853	Canada: AB	North America		1704
PQ114041.1	A/Brown Skua/South Georgia and the South Sandwich Islands/112/2023	H5N1	2023-10-30	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114025.1	A/Brown Skua/South Georgia and the South Sandwich Islands/96/2023	H5N1	2023-10-30	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114089.1	A/Kelp Gull/South Georgia and the South Sandwich Islands/160/2023	H5N1	2023-10-30	Larus dominicanus	37036	South Georgia and the South Sandwich Islands	Antarctica		1772
PP922943.1	A/Radjah shelduck/Northern Territory/20231282-03/2023	H5N1	2023-10-30			Australia: Northern Territory	Oceania		1695
PQ113933.1	A/Southern Fulmar/South Georgia and the South Sandwich Islands/4/2023	H5N1	2023-10-30			South Georgia and the South Sandwich Islands	Antarctica		1776
PQ113985.1	A/Kelp Gull/South Georgia and the South Sandwich Islands/56/2023	H5N1	2023-10-31	Larus dominicanus	37036	South Georgia and the South Sandwich Islands	Antarctica		1769
PQ113961.1	A/Kelp Gull/South Georgia and the South Sandwich Islands/32/2023	H5N1	2023-11-03	Larus dominicanus	37036	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114009.1	A/Brown Skua/South Georgia and the South Sandwich Islands/80/2023	H5N1	2023-11-08	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114065.1	A/Kelp Gull/South Georgia and the South Sandwich Islands/136/2023	H5N1	2023-11-08	Larus dominicanus	37036	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114001.1	A/Kelp Gull/South Georgia and the South Sandwich Islands/72/2023	H5N1	2023-11-08	Larus dominicanus	37036	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114073.1	A/Brown Skua/South Georgia and the South Sandwich Islands/144/2023	H5N1	2023-11-11	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PV304968.1	A/Cackling Goose/SK/FAV-0187-34-2024/2023	H5N1	2023-11-11	Branta hutchinsii	371860	Canada: SK	North America		1704
PQ113941.1	A/Southern Fulmar/South Georgia and the South Sandwich Islands/12/2023	H5N1	2023-11-14			South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114033.1	A/Brown Skua/South Georgia and the South Sandwich Islands/104/2023	H5N1	2023-11-15	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ685010.1	A/Common crane/Serbia/12661/2023	H5N1	2023-11-15			Serbia	Europe		1748
PP872441.1	A/mallard duck/Bangladesh/59390/2023	H5N1	2023-11-17	Anas platyrhynchos	8839	Bangladesh	Asia		1751
PV387728.1	A/duck/Bangladesh/CE-113-08-DB-15-DU-O/2023	H5N1	2023-11-19	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PV387742.1	A/duck/Bangladesh/CE-115-08-DB-10-DU-O/2023	H5N1	2023-11-20	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PV311272.1	A/Duck/BC/FAV-0396-1-2023/2023	H5N1	2023-11-21	Anatidae	8830	Canada: BC	North America		1704
PV387947.1	A/duck/Bangladesh/CE-116-08-DB-11-DU-O/2023	H5N1	2023-11-22	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PP348272.1	A/Eurasian wigeon/South Korea/23WS022-22/2023	H5N1	2023-11-27	Mareca penelope	8838	South Korea	Asia		1704
PQ114017.1	A/South Georgia Shag/South Georgia and the South Sandwich Islands/88/2023	H5N1	2023-11-27	Leucocarbo georgianus	732180	South Georgia and the South Sandwich Islands	Antarctica		1776
PV320560.1	A/Turkey/BC/FAV-0425-3-2023/2023	H5N1	2023-12-04	Meleagris gallopavo	9103	Canada: BC	North America		1704
PV320568.1	A/Turkey/BC/FAV-0425-5-2023/2023	H5N1	2023-12-04	Meleagris gallopavo	9103	Canada: BC	North America		1704
PV317536.1	A/Snow Goose/AB/FAV-0047-6-2024/2023	H5N1	2023-12-05	Anser caerulescens	8849	Canada: AB	North America		1704
PQ113969.1	A/Antarctic Tern/South Georgia and the South Sandwich Islands/40/2023	H5N1	2023-12-06	Sterna vittata	297828	South Georgia and the South Sandwich Islands	Antarctica		1772
PV323264.1	A/chicken/BC/FAV-0437-2-2023/2023	H5N1	2023-12-07	Gallus gallus	9031	Canada: BC	North America		1704
PQ114057.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/128/2023	H5N1	2023-12-09	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ114049.1	A/Southern Elephant Seal/South Georgia and the South Sandwich Islands/120/2023	H5N1	2023-12-09	Mirounga leonina	9715	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ098736.1	A/Cygnus olor/Kleinandelfingen/V0969/2023	H5N1	2023-12-25	Cygnus olor	8869	Switzerland: Kleinandelfingen	Europe		1704
PQ009496.1	A/chicken/Bangladesh/59579/2023	H5N1	2023-12-27	Gallus gallus	9031	Bangladesh	Asia		1751
PQ009400.1	A/duck/Bangladesh/59594/2023	H5N1	2023-12-27	Anas sp.	42806	Bangladesh	Asia		1751
PQ037314.1	A/duck/Bangladesh/59650/2023	H5N1	2023-12-27	Anas sp.	42806	Bangladesh	Asia		1751
PQ278123.1	A/chicken/China/Cangzhou03/2023	H5N1	2023-12-28	Gallus gallus	9031	China	Asia		1747
PV387541.1	A/duck/Bangladesh/CE-116-09-DA-01-DU-O/2024	H5N1	2024-01-29	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PV387725.1	A/duck/Bangladesh/CE-116-09-DA-04-DU-O/2024	H5N1	2024-01-29	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PV387867.1	A/duck/Bangladesh/CE-116-09-DB-15-DU-O/2024	H5N1	2024-01-29	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PV388057.1	A/duck/Bangladesh/CE-111-09-DA-05-DU-O/2024	H5N1	2024-01-30	Anas platyrhynchos	8839	Bangladesh	Asia		1704
PP779060.1	A/Sterna hirundo/ItapemirimBR/0155-N/2024	H5N1	2024-02-02	Sterna hirundo	108405	Brazil: ItapemirimBR	South America		1774
PP779933.1	A/Sterna hirundo/MacaeBR/0177-N/2024	H5N1	2024-02-09	Sterna hirundo	108405	Brazil: MacaeBR	South America		1775
PP780174.1	A/Thalasseus acuflavidus/BertiogaBR/0291-N/2024	H5N1	2024-02-22	Thalasseus acuflavidus	3062026	Brazil: BertiogaBR	South America		1772
PQ334803.1	A/duck/Bangladesh/61792/2024	H5N1	2024-02-23	Anas sp.	42806	Bangladesh	Asia		1751
PQ356364.1	A/duck/Bangladesh/61902/2024	H5N1	2024-02-23	Anas sp.	42806	Bangladesh	Asia		1751
PP752487.1	A/chicken/Minnesota/24-005907-001/2024	H5N1	2024-02-24	Gallus gallus	9031	USA	North America		1704
PP780446.1	A/Sterna hirundo/PiumaBR/0448-N/2024	H5N1	2024-03-02	Sterna hirundo	108405	Brazil: PiumaBR	South America		1752
PP782205.1	A/Sterna hirundo/SaoFranciscodeItabapoanaBR/0481-R/2024	H5N1	2024-03-02	Sterna hirundo	108405	Brazil: SaoFranciscodeItabapoanaBR	South America		1772
PQ304435.1	A/South polar skua/Antarctica/INACH-UC-UCHILE-SKU2/2024	H5N1	2024-03-03	Stercorarius maccormicki	395889	Chile	South America		1776
PQ304425.1	A/South polar skua/Antarctica/INACH-UC-UCHILE-SKU3/2024	H5N1	2024-03-03	Stercorarius maccormicki	395889	Chile	South America		1776
PQ304584.1	A/South polar skua/Antarctica/INACH-UC-UCHILE-SKU4/2024	H5N1	2024-03-03	Stercorarius maccormicki	395889	Chile	South America		1776
PQ304488.1	A/South polar skua/Antarctica/INACH-UC-UCHILE-SKU5/2024	H5N1	2024-03-03	Stercorarius maccormicki	395889	Chile	South America		1776
PQ304566.1	A/South polar skua/Antarctica/INACH-UC-UCHILE-SKU5L/2024	H5N1	2024-03-03	Stercorarius maccormicki	395889	Chile	South America		1776
PV696987.1	A/Anser fabalis/jiujiang/H5N1/2024	H5N1	2024-03-05	Anser fabalis	132587	China: jiangxi province,jiujiang	Asia		1704
PV706990.1	A/Anser fabalis/jiujiang/H5N1/2024	H5N1	2024-03-08	Anser fabalis	132587	China: jiangxi,jiujiang	Asia		1704
PP782339.1	A/Sterna hirundo/Cabo FrioBR/0613-N/2024	H5N1	2024-03-09	Sterna hirundo	108405	Brazil: Cabo FrioBR	South America		1775
PP755661.1	A/cattle/Texas/24-008660-002/2024	H5N1	2024-03-20	Bos taurus	9913	USA	North America		1704
PP753413.1	A/cattle/Texas/24-009367-005/2024	H5N1	2024-03-25	Bos taurus	9913	USA	North America		1704
PX955798.1	A/Mallard/Ussuriysk/6157/2024	H5N1	2024-03-28	Anas platyrhynchos	8839	Russia: Primorskiy krai,Ussuriysk	Europe		1707
PV265950.1	A/chicken/Egypt/PS21753C/2024	H5N1	2024-03-28	Gallus gallus	9031	Egypt	Africa		1777
PV315680.1	A/Peregrine Falcon/QC/FAV-0121-1-2024/2024	H5N1	2024-04-01	Falco peregrinus	8954	Canada: QC	North America		1704
PX846046.1	A/Antarctic Fur Seal/Antarctica/029560:SG14/2024	H5N1	2024-04-04	Arctocephalus gazella	37190	Antarctica	Antarctica		1776
PQ284579.1	A/Sterna hirundo/SaoFranciscoItabapoanaBR/1060-N-2024/2024	H5N1	2024-04-05	Sterna hirundo	108405	Brazil: SaoFranciscoItabapoanaBR	South America		1776
PV335508.1	A/duck/Bangladesh/63950/2024	H5N1	2024-04-08	Anas sp.	42806	Bangladesh	Asia		1751
PV335462.1	A/duck/Bangladesh/63953/2024	H5N1	2024-04-08	Anas sp.	42806	Bangladesh	Asia		1751
PQ283833.1	A/Thalasseus acuflavidus/MacaeBR/1137-N-2024/2024	H5N1	2024-04-12	Thalasseus acuflavidus	3062026	Brazil: MacaeBR	South America		1776
PQ226245.1	A/duck/India/04TR46-50/2024	H5N1	2024-04-22	Anatidae	8830	India	Asia		1726
PQ011195.1	A/Cattle/Colorado/24-012225-019-original/2024	H5N1	2024-04-23	Bos taurus	9913	USA:CO	North America		1704
PQ283802.1	A/Thalasseus acuflavidus/VitoriaBR/1383-N-2024/2024	H5N1	2024-04-26	Thalasseus acuflavidus	3062026	Brazil: VitoriaBR	South America		1776
PQ052482.1	A/cattle/WY/24-016134-067-original/2024	H5N1	2024-04-29	Bos taurus	9913	USA: WY	North America		1704
PX781776.1	A/Sea Gull/Dukan Lake/Nawras/2024	H5N1	2024-05			Iraq: Sulaymaniyah, Dukan Lake	Asia		1769
PQ412979.1	A/Muscovy duck/Egypt/BA21820OP/2024	H5N2	2024-05-26	Cairina moschata	8855	Egypt	Africa		1777
PQ412799.1	A/Muscovy duck/Egypt/BA21821C/2024	H5N2	2024-05-26	Cairina moschata	8855	Egypt	Africa		1777
PQ412968.1	A/Muscovy duck/Egypt/BA21822OP/2024	H5N2	2024-05-26	Cairina moschata	8855	Egypt	Africa		1777
PQ431567.1	A/environment/Egypt/BA21829W/2024	H5N2	2024-05-26			Egypt	Africa		1777
PQ412982.1	A/environment/Egypt/BA21832W/2024	H5N2	2024-05-26			Egypt	Africa		1776
PQ898033.1	A/dairy cattle/Texas/24-008749-003-recombinant/2024	H5N1	2024-05-27			USA: Texas	North America		1704
PQ109559.1	A/cattle/ID/24-016567-001-original/2024	H5N1	2024-06-03	Bos taurus	9913	USA: ID	North America		1704
PQ135389.1	A/cattle/IA/24-017584-020-original/2024	H5N1	2024-06-15	Bos taurus	9913	USA: IA	North America		1704
PQ109033.1	A/chicken/India/240008/2024	H5N1	2024-06-15	Gallus gallus	9031	India	Asia		1704
PV684769.1	A/duck/Bangladesh/64106/2024	H5N1	2024-07-05	Anas sp.	42806	Bangladesh	Asia		1751
PV670801.1	A/duck/Bangladesh/64110/2024	H5N1	2024-07-05	Anas sp.	42806	Bangladesh	Asia		1751
PV670596.1	A/duck/Bangladesh/64175/2024	H5N1	2024-07-05	Anas sp.	42806	Bangladesh	Asia		1751
PQ423370.1	A/cattle/CO/24-021115-002-original/2024	H5N1	2024-07-17	Bos taurus	9913	USA: CO	North America		1704
PQ736232.1	A/White Stork/Germany-MV/2024AI04155/2024	H5N1	2024-08-12	Ciconia ciconia	8928	Germany: Germany-MV	Europe		1750
PV684877.1	A/duck/Bangladesh/64265/2024	H5N1	2024-08-24	Anas sp.	42806	Bangladesh	Asia		1751
PV684761.1	A/duck/Bangladesh/64334/2024	H5N1	2024-08-24	Anas sp.	42806	Bangladesh	Asia		1751
PV684836.1	A/duck/Bangladesh/64342/2024	H5N1	2024-08-24	Anas sp.	42806	Bangladesh	Asia		1751
PV670768.1	A/duck/Bangladesh/64344/2024	H5N1	2024-08-24	Anas sp.	42806	Bangladesh	Asia		1751
PQ828229.1	A/cattle/CA/24-025747-004-original/2024	H5N1	2024-09-03	Bos taurus	9913	USA: CA	North America		1704
PQ687175.1	A/cattle/CA/24-026562-002-original/2024	H5N1	2024-09-09	Bos taurus	9913	USA: CA	North America		1704
PQ736280.1	A/swan/Germany-HH/2024AI04224/2024	H5N1	2024-09-17	Anatidae	8830	Germany: Germany-HH	Europe		1749
PV707113.1	A/Ardeola bacchus/ganzhou/H5N1/2024	H5N1	2024-09-23	Ardeola bacchus	188375	China: jiangxi,ganzhou	Asia		1704
PQ736208.1	A/Great Black-backed Gull/Germany-SH/2024AI04295/2024	H5N1	2024-10-08	Larus marinus	8912	Germany: Germany-SH	Europe		1741
PV667916.1	A/duck/Bangladesh/64632/2024	H5N1	2024-10-12	Anas sp.	42806	Bangladesh	Asia		1751
PX955758.1	A/Domestic chicken/Ussuriysk/8312/2024	H5N1	2024-10-14	Gallus gallus	9031	Russia: Primorskiy krai,Ussuriysk	Europe		1707
PX955767.1	A/Domestic chicken/Ussuriysk/8313/2024	H5N1	2024-10-14	Gallus gallus	9031	Russia: Primorskiy krai,Ussuriysk	Europe		1707
PX955790.1	A/Duck/Ussuriysk/8316/2024	H5N1	2024-10-14	Anatidae	8830	Russia: Primorskiy krai,Ussuriysk	Europe		1707
PQ797561.1	A/chicken/CA/24-031286-010-original/2024	H5N1	2024-10-15	Gallus gallus	9031	USA: CA	North America		1704
PQ797441.1	A/chicken/CA/24-031285-008-original/2024	H5N1	2024-10-16	Gallus gallus	9031	USA: CA	North America		1704
PV295145.1	A/southern_elephant_seal/Crozet/24P021407/2024	H5N1	2024-10-20	Mirounga leonina	9715	France: Crozet	Europe		1751
PV649139.1	A/cattle/CA/24-032021-002-original/2024	H5N1	2024-10-21	Bos taurus	9913	USA: CA	North America		1704
PQ736168.1	A/Canada Goose/Germany-BY/2024AI04541/2024	H5N1	2024-10-22	Branta canadensis	8853	Germany: Germany-BY	Europe		1739
PV071469.1	A/cattle/CA/24-032026-004-original/2024	H5N1	2024-10-22	Bos taurus	9913	USA: CA	North America		1704
PX937174.1	A/chicken/California/T2402251/2024	H5N1	2024-10-23	Gallus gallus	9031	USA: California	North America		1757
PV456328.1	A/cattle/CA/24-032203-002-original-repeat2/2024	H5N1	2024-10-24	Bos taurus	9913	USA: CA	North America		1704
PQ736264.1	A/swan/Germany-BY/2024AI04832/2024	H5N1	2024-11-04	Anatidae	8830	Germany: Germany-BY	Europe		1751
PQ736288.1	A/swan/Germany-NI/2024AI04875/2024	H5N1	2024-11-06	Anatidae	8830	Germany: Germany-NI	Europe		1743
PQ736184.1	A/Eurasian Goshawk/Germany-BY/2024AI04848/2024	H5N1	2024-11-07	Astur gentilis	8957	Germany: Germany-BY	Europe		1739
PQ643393.1	A/Cygnus olor/Seedorf/V390/2024	H5N1	2024-11-10	Cygnus olor	8869	Switzerland: Seedorf	Europe		1704
PV845957.1	A/cattle/CA/24-033991-002-original/2024	H5N1	2024-11-11	Bos taurus	9913	USA: CA	North America		1704
PV295057.1	A/southern_elephant_seal/Crozet/24P023419/2024	H5N1	2024-11-12	Mirounga leonina	9715	France: Crozet	Europe		1751
PV160551.1	A/cattle/CA/24-033974-001-original/2024	H5N1	2024-11-13	Bos taurus	9913	USA: CA	North America		1704
PQ736192.1	A/domestic goose/Germany-BY/2024AI04879/2024	H5N1	2024-11-16	Anser	8842	Germany: Germany-BY	Europe		1738
PV160967.1	A/cattle/CA/24-035004-001-original/2024	H5N1	2024-11-20	Bos taurus	9913	USA: CA	North America		1704
PV215359.1	A/cattle/CA/24-035012-001-original/2024	H5N1	2024-11-20	Bos taurus	9913	USA: CA	North America		1704
PQ843526.1	A/Turkey/MN/24-034932-002-original/2024	H5N1	2024-11-22	Meleagris gallopavo	9103	USA: MN	North America		1704
PQ736304.1	A/turkey/Germany-NI/2024AI05010/2024	H5N1	2024-11-23	Meleagris gallopavo	9103	Germany: Germany-NI	Europe		1749
PV187963.1	A/domestic duck/Germany-MV/2024AI05017/2024	H5N1	2024-11-25	Anas platyrhynchos	8839	Germany: Germany-MV	Europe		1739
PX936814.1	A/Duck/California/B2402659/2024	H5N1	2024-11-29	Anatidae	8830	USA: California	North America		1757
PX919694.1	A/Macronectes giganteus/Two Summit Island/MGIG_1224/2024	H5N1	2024-12	Macronectes giganteus	37057	Antarctica: Two Summit Island	Antarctica		1704
PX919726.1	A/Pygoscelis papua/King George Island/PPAP_1224/2024	H5N1	2024-12	Pygoscelis papua	30457	Antarctica: Hennequin Point, Admiralty Bay, King George Island	Antarctica		1704
PV163164.1	A/South polar skua/Torgersen Island/o81-b82/2024	H5N1	2024-12	Stercorarius maccormicki	395889	Antarctica: Torgersen Island	Antarctica		1748
PV295089.1	A/southern_elephant_seal/Kerguelen/24P023439/2024	H5N1	2024-12-01	Mirounga leonina	9715	France: Kerguelen	Europe		1751
PV187827.1	A/Barnacle Goose/Germany-SH/2024AI05146/2024	H5N1	2024-12-02	Branta leucopsis	184711	Germany: Germany-SH	Europe		1740
PV295105.1	A/brown_skua/Kerguelen/24P023443/2024	H5N1	2024-12-02	Stercorarius lonnbergi	54054	France: Kerguelen	Europe		1751
PV188003.1	A/turkey/Germany-NI/2024AI05064/2024	H5N1	2024-12-04	Meleagris gallopavo	9103	Germany: Germany-NI	Europe		1751
PV187883.1	A/Mute Swan/Germany-SH/2025AI00022/2024	H5N1	2024-12-12	Cygnus olor	8869	Germany: Germany-SH	Europe		1739
PQ895609.1	A/Leopard/India/01TI01/2024	H5N1	2024-12-20	Panthera pardus	9691	India	Asia		1704
PV187843.1	A/chicken/Germany-MV/2024AI05149/2024	H5N1	2024-12-22	Gallus gallus	9031	Germany: Germany-MV	Europe		1730
PV187939.1	A/Indian Peafowl/Germany-BY/2024AI05162/2024	H5N1	2024-12-27	Pavo cristatus	9049	Germany: Germany-BY	Europe		1733
PX846078.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004708:SG4/2024	H5N1	2024-12-30	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PV667954.1	A/duck/Bangladesh/64990/2024	H5N1	2024-12-30	Anas sp.	42806	Bangladesh	Asia		1751
PX846086.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004722:SG5/2025	H5N1	2025-01-02	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846094.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004732:SG6/2025	H5N1	2025-01-02	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846102.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004737:SG7/2025	H5N1	2025-01-02	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846110.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004738:SG8/2025	H5N1	2025-01-02	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846118.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004767:SG9/2025	H5N1	2025-01-03	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846134.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004783:SG11/2025	H5N1	2025-01-04	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846142.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004795:SG12/2025	H5N1	2025-01-07	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX846150.1	A/Antarctic Fur Seal/South Georgia and the South Sandwich Islands/004801:SG13/2025	H5N1	2025-01-07	Arctocephalus gazella	37190	South Georgia and the South Sandwich Islands	Antarctica		1776
PX373566.1	A/brown skua/Antartic/A320C/2025	H5N1	2025-01-08	Stercorarius antarcticus	555350	Chile	South America		1776
PX373588.1	A/brown skua/Antartic/A324C/2025	H5N1	2025-01-09	Stercorarius antarcticus	555350	Chile	South America		1776
PX373596.1	A/brown skua/Antartic/A324O/2025	H5N1	2025-01-09	Stercorarius antarcticus	555350	Chile	South America		1776
PX373549.1	A/brown skua/Antartic/A327B/2025	H5N1	2025-01-09	Stercorarius antarcticus	555350	Chile	South America		1776
PX373559.1	A/brown skua/Antartic/A327O/2025	H5N1	2025-01-09	Stercorarius antarcticus	555350	Chile	South America		1777
PX955678.1	A/Black Crow/Komsomolsk-na-Amure/9578/2025	H5N1	2025-01-10			Russia: Khabarovskiy krai, Komsomolsk-na-Amure	Europe		1707
PX955686.1	A/Black Crow/Komsomolsk-na-Amure/9581/2025	H5N1	2025-01-10			Russia: Khabarovskiy krai, Komsomolsk-na-Amure	Europe		1707
PX955710.1	A/Black Crow/Komsomolsk-na-Amure/9590/2025	H5N1	2025-01-10			Russia: Khabarovskiy krai, Komsomolsk-na-Amure	Europe		1707
PX955718.1	A/Black Crow/Komsomolsk-na-Amure/9593/2025	H5N1	2025-01-10			Russia: Khabarovskiy krai, Komsomolsk-na-Amure	Europe		1707
PV187979.1	A/turkey/Germany-BW/2025AI00222/2025	H5N1	2025-01-12	Meleagris gallopavo	9103	Germany: Germany-BW	Europe		1749
PX373547.1	A/brown skua/Antartic/A329B/2025	H5N1	2025-01-13	Stercorarius antarcticus	555350	Chile	South America		1776
PV162488.1	A/cat/Chhindwara/ZD25-1/2025	H5N1	2025-01-15	Felis catus	9685	India: Chhindwara	Asia		1704
PV337156.1	A/Mallard/NY/25-002741-001-original/2025	H5N1	2025-01-16	Anas platyrhynchos	8839	USA: NY	North America		1704
PV242330.1	A/Barnacle Goose/Germany-NI/2025AI00855/2025	H5N1	2025-01-17	Branta leucopsis	184711	Germany: Germany-NI	Europe		1744
PX818772.1	A/Great Black-backed Gull/RI/25-007119-002-original/2025	H5N1	2025-01-18	Larus marinus	8912	USA: RI	North America		1704
PV242386.1	A/swan/Germany-NW/2025AI00851/2025	H5N1	2025-01-18	Anatidae	8830	Germany: Germany-NW	Europe		1742
PV338084.1	A/Turkey/OH/25-002649-001-original/2025	H5N1	2025-01-22	Meleagris gallopavo	9103	USA: OH	North America		1704
PV739628.1	A/Quail/Bangladesh/CDIL_AIV_H5N1_54/2025	H5N1	2025-01-28	Galliformes	8976	Bangladesh	Asia		1750
PX824006.1	A/Bufflehead/RI/25-007119-014-original/2025	H5N1	2025-01-29	Bucephala albeola	279934	USA: RI	North America		1704
PV395619.1	A/Turkey/OH/25-003598-001-original/2025	H5N1	2025-01-29	Meleagris gallopavo	9103	USA: OH	North America		1704
PV338860.1	A/cattle/CA/25-003968-002-original/2025	H5N1	2025-01-29	Bos taurus	9913	USA: CA	North America		1704
PX413322.1	A/duck/Bangladesh/66718/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413342.1	A/duck/Bangladesh/66743/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413331.1	A/duck/Bangladesh/66748/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413423.1	A/duck/Bangladesh/66754/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413446.1	A/duck/Bangladesh/66794/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413417.1	A/duck/Bangladesh/66798/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413225.1	A/duck/Bangladesh/66804/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413232.1	A/duck/Bangladesh/66836/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
PX413202.1	A/duck/Bangladesh/66840/2025	H5N1	2025-01-31	Anas sp.	42806	Bangladesh	Asia		1751
